Date,Unit,Amount Of Admissions
2023-05-27,2,9
2023-05-28,2,15
2023-05-29,2,12
2023-05-30,2,13
2023-05-31,2,11
2023-06-01,2,11
2023-06-02,2,9
2023-06-03,2,8
2023-06-04,2,12
2023-06-05,2,15
2023-06-06,2,10
2023-06-07,2,15
2023-06-08,2,12
2023-06-09,2,10
2023-06-10,2,6
2023-06-11,2,15
2023-06-12,2,13
2023-06-13,2,9
2023-06-14,2,14
2023-06-15,2,12
2023-06-16,2,11
2023-06-17,2,6
2023-06-18,2,15
2023-06-19,2,12
2023-06-20,2,13
2023-06-21,2,12
2023-06-22,2,12
2023-06-23,2,10
2023-06-24,2,10
2023-06-25,2,14
2023-06-26,2,13
2023-06-27,2,11
2023-06-28,2,14
2023-06-29,2,11
2023-06-30,2,8
2023-07-01,2,12
2023-07-02,2,10
2023-07-03,2,14
2023-07-04,2,14
2023-07-05,2,15
2023-07-06,2,16
2023-07-07,2,8
2023-07-08,2,6
2023-07-09,2,17
2023-07-10,2,16
2023-07-11,2,14
2023-07-12,2,14
2023-07-13,2,7
2023-07-14,2,14
2023-07-15,2,11
2023-07-16,2,17
2023-07-17,2,13
2023-07-18,2,15
2023-07-19,2,17
2023-07-20,2,14
2023-07-21,2,10
2023-07-22,2,11
2023-07-23,2,12
2023-07-24,2,11
2023-07-25,2,11
2023-07-26,2,11
2023-07-27,2,14
2023-07-28,2,10
2023-07-29,2,8
2023-07-30,2,14
2023-07-31,2,12
2023-08-01,2,11
2023-08-02,2,14
2023-08-03,2,12
2023-08-04,2,7
2023-08-05,2,9
2023-08-06,2,15
2023-08-07,2,11
2023-08-08,2,15
2023-08-09,2,10
2023-08-10,2,11
2023-08-11,2,11
2023-08-12,2,8
2023-08-13,2,14
2023-08-14,2,16
2023-08-15,2,13
2023-08-16,2,13
2023-08-17,2,8
2023-08-18,2,9
2023-08-19,2,7
2023-08-20,2,12
2023-08-21,2,12
2023-08-22,2,12
2023-08-23,2,8
2023-08-24,2,13
2023-08-25,2,9
2023-08-26,2,11
2023-08-27,2,12
2023-08-28,2,12
2023-08-29,2,17
2023-08-30,2,13
2023-08-31,2,7
2023-09-01,2,9
2023-09-02,2,9
2023-09-03,2,15
2023-09-04,2,15
2023-09-05,2,10
2023-09-06,2,13
2023-09-07,2,10
2023-09-08,2,10
2023-09-09,2,10
2023-09-10,2,15
2023-09-11,2,10
2023-09-12,2,14
2023-09-13,2,13
2023-09-14,2,10
2023-09-15,2,8
2023-09-16,2,5
2023-09-17,2,12
2023-09-18,2,16
2023-09-19,2,12
2023-09-20,2,14
2023-09-21,2,12
2023-09-22,2,13
2023-09-23,2,9
2023-09-24,2,12
2023-09-25,2,11
2023-09-26,2,14
2023-09-27,2,15
2023-09-28,2,11
2023-09-29,2,12
2023-09-30,2,11
2023-10-01,2,11
2023-10-02,2,13
2023-10-03,2,9
2023-10-04,2,9
2023-10-05,2,8
2023-10-06,2,10
2023-10-07,2,10
2023-10-08,2,8
2023-10-09,2,15
2023-10-10,2,12
2023-10-11,2,11
2023-10-12,2,11
2023-10-13,2,10
2023-10-14,2,6
2023-10-15,2,11
2023-10-16,2,6
2023-10-17,2,14
2023-10-18,2,10
2023-10-19,2,13
2023-10-20,2,9
2023-10-21,2,7
2023-10-22,2,12
2023-10-23,2,13
2023-10-24,2,16
2023-10-25,2,15
2023-10-26,2,11
2023-10-27,2,12
2023-10-28,2,7
2023-10-29,2,16
2023-10-30,2,16
2023-10-31,2,10
2023-11-01,2,14
2023-11-02,2,11
2023-11-03,2,7
2023-11-04,2,10
2023-11-05,2,13
2023-11-06,2,10
2023-11-07,2,9
2023-11-08,2,10
2023-11-09,2,12
2023-11-10,2,7
2023-11-11,2,8
2023-11-12,2,8
2023-11-13,2,15
2023-11-14,2,16
2023-11-15,2,13
2023-11-16,2,12
2023-11-17,2,12
2023-11-18,2,9
2023-11-19,2,10
2023-11-20,2,13
2023-11-21,2,10
2023-11-22,2,11
2023-11-23,2,12
2023-11-24,2,7
2023-11-25,2,8
2023-11-26,2,12
2023-11-27,2,18
2023-11-28,2,11
2023-11-29,2,13
2023-11-30,2,11
2023-12-01,2,10
2023-12-02,2,8
2023-12-03,2,11
2023-12-04,2,9
2023-12-05,2,15
2023-12-06,2,18
2023-12-07,2,11
2023-12-08,2,11
2023-12-09,2,9
2023-12-10,2,13
2023-12-11,2,12
2023-12-12,2,12
2023-12-13,2,9
2023-12-14,2,11
2023-12-15,2,12
2023-12-16,2,9
2023-12-17,2,9
2023-12-18,2,16
2023-12-19,2,11
2023-12-20,2,11
2023-12-21,2,14
2023-12-22,2,9
2023-12-23,2,11
2023-12-24,2,17
2023-12-25,2,13
2023-12-26,2,16
2023-12-27,2,16
2023-12-28,2,13
2023-12-29,2,11
2023-12-30,2,11
2023-12-31,2,8
2020-01-01,5,9
2020-01-02,5,11
2020-01-03,5,9
2020-01-04,5,13
2020-01-05,5,13
2020-01-06,5,17
2020-01-07,5,10
2020-01-08,5,12
2020-01-09,5,12
2020-01-10,5,11
2020-01-11,5,10
2020-01-12,5,14
2020-01-13,5,17
2020-01-14,5,18
2020-01-15,5,12
2020-01-16,5,14
2020-01-17,5,11
2020-01-18,5,10
2020-01-19,5,13
2020-01-20,5,14
2020-01-21,5,10
2020-01-22,5,11
2020-01-23,5,12
2020-01-24,5,10
2020-01-25,5,10
2020-01-26,5,15
2020-01-27,5,14
2020-01-28,5,14
2020-01-29,5,9
2020-01-30,5,11
2020-01-31,5,10
2020-02-01,5,9
2020-02-02,5,17
2020-02-03,5,14
2020-02-04,5,13
2020-02-05,5,9
2020-02-06,5,14
2020-02-07,5,12
2020-02-08,5,10
2020-02-09,5,14
2020-02-10,5,11
2020-02-11,5,10
2020-02-12,5,15
2020-02-13,5,15
2020-02-14,5,9
2020-02-15,5,10
2020-02-16,5,16
2020-02-17,5,16
2020-02-18,5,11
2020-02-19,5,11
2020-02-20,5,13
2020-02-21,5,13
2020-02-22,5,10
2020-02-23,5,15
2020-02-24,5,10
2020-02-25,5,15
2020-02-26,5,11
2020-02-27,5,12
2020-02-28,5,9
2020-02-29,5,10
2020-03-01,5,9
2020-03-02,5,7
2020-03-03,5,14
2020-03-04,5,13
2020-03-05,5,10
2020-03-06,5,7
2020-03-07,5,8
2020-03-08,5,14
2020-03-09,5,10
2020-03-10,5,10
2020-03-11,5,11
2020-03-12,5,8
2020-03-13,5,7
2020-03-14,5,6
2020-03-15,5,8
2020-03-16,5,8
2020-03-17,5,10
2020-03-18,5,14
2020-03-19,5,7
2020-03-20,5,9
2020-03-21,5,7
2020-03-22,5,6
2020-03-23,5,7
2020-03-24,5,9
2020-03-25,5,6
2020-03-26,5,9
2020-03-27,5,11
2020-03-28,5,8
2020-03-29,5,5
2020-03-30,5,3
2020-03-31,5,3
2020-04-01,5,8
2020-04-03,5,1
2020-04-21,5,8
2020-04-22,5,7
2020-04-23,5,15
2020-04-24,5,6
2020-04-25,5,10
2020-04-26,5,14
2020-04-27,5,15
2020-04-28,5,9
2020-04-29,5,6
2020-04-30,5,15
2020-05-01,5,7
2020-05-02,5,9
2020-05-03,5,14
2020-05-04,5,17
2020-05-05,5,9
2020-05-06,5,12
2020-05-07,5,11
2020-05-08,5,10
2020-05-09,5,11
2020-05-10,5,16
2020-05-11,5,13
2020-05-12,5,11
2020-05-13,5,11
2020-05-14,5,13
2020-05-15,5,8
2020-05-16,5,10
2020-05-17,5,18
2020-05-18,5,16
2020-05-19,5,11
2020-05-20,5,15
2020-05-21,5,14
2020-05-22,5,7
2020-05-23,5,6
2020-05-24,5,11
2020-05-25,5,10
2020-05-26,5,10
2020-05-27,5,12
2020-05-28,5,7
2020-05-29,5,4
2020-05-30,5,8
2020-05-31,5,16
2020-06-01,5,16
2020-06-02,5,14
2020-06-03,5,13
2020-06-04,5,10
2020-06-05,5,5
2020-06-06,5,9
2020-06-07,5,12
2020-06-08,5,13
2020-06-09,5,15
2020-06-10,5,12
2020-06-11,5,13
2020-06-12,5,8
2020-06-13,5,8
2020-06-14,5,14
2020-06-15,5,13
2020-06-16,5,11
2020-06-17,5,13
2020-06-18,5,9
2020-06-19,5,14
2020-06-20,5,9
2020-06-21,5,16
2020-06-22,5,12
2020-06-23,5,12
2020-06-24,5,11
2020-06-25,5,15
2020-06-26,5,17
2020-06-27,5,9
2020-06-28,5,16
2020-06-29,5,15
2020-06-30,5,15
2020-07-01,5,13
2020-07-02,5,10
2020-07-03,5,7
2020-07-04,5,9
2020-07-05,5,14
2020-07-06,5,18
2020-07-07,5,13
2020-07-08,5,11
2020-07-09,5,14
2020-07-10,5,12
2020-07-11,5,6
2020-07-12,5,15
2020-07-13,5,15
2020-07-14,5,12
2020-07-15,5,15
2020-07-16,5,13
2020-07-17,5,11
2020-07-18,5,7
2020-07-19,5,12
2020-07-20,5,11
2020-07-21,5,11
2020-07-22,5,9
2020-07-23,5,11
2020-07-24,5,10
2020-07-25,5,5
2020-07-26,5,15
2020-07-27,5,13
2020-07-28,5,14
2020-07-29,5,12
2020-07-30,5,9
2020-07-31,5,9
2020-08-01,5,8
2020-08-02,5,10
2020-08-03,5,4
2020-08-05,5,1
2020-08-09,5,1
2020-08-12,5,2
2020-09-09,5,1
2020-09-15,5,1
2020-09-19,5,1
2020-10-08,5,1
2020-10-28,5,1
2020-11-02,5,1
2020-12-17,5,1
2021-01-22,5,5
2021-01-23,5,14
2021-01-24,5,16
2021-01-25,5,12
2021-01-26,5,13
2021-01-27,5,10
2021-01-28,5,12
2021-01-29,5,8
2021-01-30,5,10
2021-01-31,5,13
2021-02-01,5,11
2021-02-02,5,14
2021-02-03,5,18
2021-02-04,5,14
2021-02-05,5,12
2021-02-06,5,11
2021-02-07,5,17
2021-02-08,5,10
2021-02-09,5,13
2021-02-10,5,15
2021-02-11,5,10
2021-02-12,5,9
2021-02-13,5,11
2021-02-14,5,14
2021-02-15,5,19
2021-02-16,5,17
2021-02-17,5,9
2021-02-18,5,12
2021-02-19,5,9
2021-02-20,5,7
2021-02-21,5,16
2021-02-22,5,12
2021-02-23,5,12
2021-02-24,5,8
2021-02-25,5,14
2021-02-26,5,14
2021-02-27,5,10
2021-02-28,5,12
2021-03-01,5,13
2021-03-02,5,14
2021-03-03,5,13
2021-03-04,5,13
2021-03-05,5,14
2021-03-06,5,10
2021-03-07,5,19
2021-03-08,5,17
2021-03-09,5,17
2021-03-10,5,14
2021-03-11,5,20
2021-03-12,5,8
2021-03-13,5,10
2021-03-14,5,15
2021-03-15,5,19
2021-03-16,5,10
2021-03-17,5,19
2021-03-18,5,10
2021-03-19,5,11
2021-03-20,5,9
2021-03-21,5,19
2021-03-22,5,11
2021-03-23,5,13
2021-03-24,5,13
2021-03-25,5,7
2021-03-26,5,8
2021-03-27,5,8
2021-03-28,5,9
2021-03-29,5,16
2021-03-30,5,7
2021-03-31,5,11
2021-04-01,5,12
2021-04-02,5,10
2021-04-03,5,11
2021-04-04,5,12
2021-04-05,5,12
2021-04-06,5,18
2021-04-07,5,14
2021-04-08,5,12
2021-04-09,5,12
2021-04-10,5,9
2021-04-11,5,12
2021-04-12,5,9
2021-04-13,5,10
2021-04-14,5,11
2021-04-15,5,5
2021-04-16,5,6
2021-04-17,5,9
2021-04-18,5,17
2021-04-19,5,16
2021-04-20,5,12
2021-04-21,5,15
2021-04-22,5,8
2021-04-23,5,7
2021-04-24,5,7
2021-04-25,5,16
2021-04-26,5,10
2021-04-27,5,13
2021-04-28,5,10
2021-04-29,5,10
2021-04-30,5,7
2021-05-01,5,7
2021-05-02,5,15
2021-05-03,5,10
2021-05-04,5,16
2021-05-05,5,12
2021-05-06,5,12
2021-05-07,5,9
2021-05-08,5,11
2021-05-09,5,8
2021-05-10,5,12
2021-05-11,5,13
2021-05-12,5,13
2021-05-13,5,5
2021-05-14,5,7
2021-05-15,5,5
2021-05-16,5,8
2021-05-17,5,6
2021-05-18,5,11
2021-05-19,5,11
2021-05-20,5,10
2021-05-21,5,11
2021-05-22,5,8
2021-05-23,5,16
2021-05-24,5,16
2021-05-25,5,13
2021-05-26,5,13
2021-05-27,5,11
2021-05-28,5,6
2021-05-29,5,9
2021-05-30,5,15
2021-05-31,5,11
2021-06-01,5,12
2021-06-02,5,9
2021-06-03,5,10
2021-06-04,5,6
2021-06-05,5,12
2021-06-06,5,12
2021-06-07,5,10
2021-06-08,5,13
2021-06-09,5,14
2021-06-10,5,13
2021-06-11,5,10
2021-06-12,5,11
2021-06-13,5,12
2021-06-14,5,15
2021-06-15,5,7
2021-06-16,5,15
2021-06-17,5,15
2021-06-18,5,6
2021-06-19,5,11
2021-06-20,5,11
2021-06-21,5,14
2021-06-22,5,17
2021-06-23,5,11
2021-06-24,5,7
2021-06-25,5,7
2021-06-26,5,9
2021-06-27,5,12
2021-06-28,5,13
2021-06-29,5,14
2021-06-30,5,12
2021-07-01,5,12
2021-07-02,5,9
2021-07-03,5,9
2021-07-04,5,17
2021-07-05,5,13
2021-07-06,5,12
2021-07-07,5,13
2021-07-08,5,16
2021-07-09,5,5
2021-07-10,5,12
2021-07-11,5,14
2021-07-12,5,15
2021-07-13,5,10
2021-07-14,5,17
2021-07-15,5,10
2021-07-16,5,12
2021-07-17,5,11
2021-07-18,5,13
2021-07-19,5,9
2021-07-20,5,14
2021-07-21,5,13
2021-07-22,5,12
2021-07-23,5,11
2021-07-24,5,11
2021-07-25,5,15
2021-07-26,5,14
2021-07-27,5,19
2021-07-28,5,18
2021-07-29,5,15
2021-07-30,5,11
2021-07-31,5,8
2021-08-01,5,21
2021-08-02,5,11
2021-08-03,5,17
2021-08-04,5,14
2021-08-05,5,8
2021-08-06,5,11
2021-08-07,5,10
2021-08-08,5,12
2021-08-09,5,12
2021-08-10,5,11
2021-08-11,5,11
2021-08-12,5,12
2021-08-13,5,11
2021-08-14,5,11
2021-08-15,5,15
2021-08-16,5,16
2021-08-17,5,12
2021-08-18,5,10
2021-08-19,5,10
2021-08-20,5,10
2021-08-21,5,9
2021-08-22,5,13
2021-08-23,5,15
2021-08-24,5,15
2021-08-25,5,11
2021-08-26,5,11
2021-08-27,5,14
2021-08-28,5,9
2021-08-29,5,15
2021-08-30,5,15
2021-08-31,5,14
2021-09-01,5,14
2021-09-02,5,12
2021-09-03,5,10
2021-09-04,5,12
2021-09-05,5,12
2021-09-06,5,10
2021-09-07,5,7
2021-09-08,5,13
2021-09-09,5,16
2021-09-10,5,11
2021-09-11,5,10
2021-09-12,5,18
2021-09-13,5,20
2021-09-14,5,10
2021-09-15,5,11
2021-09-16,5,8
2021-09-17,5,14
2021-09-18,5,10
2021-09-19,5,10
2021-09-20,5,13
2021-09-21,5,12
2021-09-22,5,16
2021-09-23,5,13
2021-09-24,5,7
2021-09-25,5,10
2021-09-26,5,9
2021-09-27,5,9
2021-09-28,5,8
2021-09-29,5,14
2021-09-30,5,12
2021-10-01,5,8
2021-10-02,5,9
2021-10-03,5,14
2021-10-04,5,10
2021-10-05,5,13
2021-10-06,5,15
2021-10-07,5,12
2021-10-08,5,14
2021-10-09,5,6
2021-10-10,5,16
2021-10-11,5,10
2021-10-12,5,15
2021-10-13,5,14
2021-10-14,5,15
2021-10-15,5,12
2021-10-16,5,10
2021-10-17,5,12
2021-10-18,5,14
2021-10-19,5,21
2021-10-20,5,14
2021-10-21,5,16
2021-10-22,5,9
2021-10-23,5,13
2021-10-24,5,15
2021-10-25,5,12
2021-10-26,5,16
2021-10-27,5,10
2021-10-28,5,11
2021-10-29,5,7
2021-10-30,5,9
2021-10-31,5,14
2021-11-01,5,14
2021-11-02,5,11
2021-11-03,5,14
2021-11-04,5,9
2021-11-05,5,6
2021-11-06,5,7
2021-11-07,5,18
2021-11-08,5,12
2021-11-09,5,12
2021-11-10,5,14
2021-11-11,5,9
2021-11-12,5,10
2021-11-13,5,8
2021-11-14,5,12
2021-11-15,5,14
2021-11-16,5,9
2021-11-17,5,11
2021-11-18,5,12
2021-11-19,5,4
2021-11-20,5,8
2021-11-21,5,11
2021-11-22,5,13
2021-11-23,5,11
2021-11-24,5,12
2021-11-25,5,15
2021-11-26,5,8
2021-11-27,5,8
2021-11-28,5,11
2021-11-29,5,12
2021-11-30,5,14
2021-12-01,5,9
2021-12-02,5,12
2021-12-03,5,5
2021-12-04,5,9
2021-12-05,5,9
2021-12-06,5,14
2021-12-07,5,13
2021-12-08,5,11
2021-12-09,5,7
2021-12-10,5,8
2021-12-11,5,8
2021-12-12,5,13
2021-12-13,5,13
2021-12-14,5,12
2021-12-15,5,8
2021-12-16,5,11
2021-12-17,5,8
2021-12-18,5,8
2021-12-19,5,13
2021-12-20,5,14
2021-12-21,5,9
2021-12-22,5,8
2021-12-23,5,12
2021-12-24,5,10
2021-12-25,5,11
2021-12-26,5,13
2021-12-27,5,9
2021-12-28,5,12
2021-12-29,5,7
2021-12-30,5,12
2021-12-31,5,7
2022-01-01,5,11
2022-01-02,5,17
2022-01-03,5,15
2022-01-04,5,13
2022-01-05,5,4
2022-01-20,5,1
2022-01-29,5,1
2022-02-03,5,1
2022-02-08,5,1
2022-02-12,5,1
2022-02-23,5,1
2022-03-05,5,1
2022-03-08,5,5
2022-03-09,5,13
2022-03-10,5,10
2022-03-11,5,7
2022-03-12,5,2
2022-03-13,5,6
2022-03-14,5,7
2022-03-15,5,9
2022-03-16,5,1
2022-03-17,5,10
2022-03-18,5,6
2022-03-21,5,3
2022-04-04,5,1
2022-05-02,5,1
2022-05-04,5,1
2022-05-09,5,4
2022-05-10,5,8
2022-05-11,5,3
2022-05-12,5,5
2022-05-13,5,7
2022-05-14,5,5
2022-05-15,5,4
2022-05-16,5,15
2022-05-17,5,14
2022-05-18,5,12
2022-05-19,5,9
2022-05-20,5,10
2022-05-21,5,6
2022-05-22,5,15
2022-05-23,5,13
2022-05-24,5,16
2022-05-25,5,14
2022-05-26,5,13
2022-05-27,5,5
2022-05-28,5,8
2022-05-29,5,14
2022-05-30,5,13
2022-05-31,5,14
2022-06-01,5,13
2022-06-02,5,12
2022-06-03,5,11
2022-06-04,5,6
2022-06-05,5,11
2022-06-06,5,12
2022-06-07,5,13
2022-06-08,5,3
2022-06-09,5,20
2022-06-10,5,11
2022-06-11,5,5
2022-06-12,5,14
2022-06-13,5,18
2022-06-14,5,14
2022-06-15,5,13
2022-06-16,5,8
2022-06-17,5,13
2022-06-18,5,13
2022-06-19,5,18
2022-06-20,5,15
2022-06-21,5,15
2022-06-22,5,14
2022-06-23,5,11
2022-06-24,5,11
2022-06-25,5,6
2022-06-26,5,13
2022-06-27,5,15
2022-06-28,5,16
2022-06-29,5,12
2022-06-30,5,14
2022-07-01,5,12
2022-07-02,5,10
2022-07-03,5,14
2022-07-04,5,19
2022-07-05,5,13
2022-07-06,5,13
2022-07-07,5,16
2022-07-08,5,8
2022-07-09,5,7
2022-07-10,5,10
2022-07-11,5,13
2022-07-12,5,14
2022-07-13,5,15
2022-07-14,5,13
2022-07-15,5,9
2022-07-16,5,7
2022-07-17,5,14
2022-07-18,5,12
2022-07-19,5,19
2022-07-20,5,13
2022-07-21,5,16
2022-07-22,5,12
2022-07-23,5,10
2022-07-24,5,18
2022-07-25,5,11
2022-07-26,5,15
2022-07-27,5,12
2022-07-28,5,14
2022-07-29,5,12
2022-07-30,5,8
2022-07-31,5,16
2022-08-01,5,20
2022-08-02,5,10
2022-08-03,5,9
2022-08-04,5,13
2022-08-05,5,11
2022-08-06,5,8
2022-08-07,5,15
2022-08-08,5,13
2022-08-09,5,13
2022-08-10,5,12
2022-08-11,5,17
2022-08-12,5,16
2022-08-13,5,7
2022-08-14,5,15
2022-08-15,5,15
2022-08-16,5,15
2022-08-17,5,11
2022-08-18,5,12
2022-08-19,5,11
2022-08-20,5,10
2022-08-21,5,13
2022-08-22,5,14
2022-08-23,5,15
2022-08-24,5,9
2022-08-25,5,13
2022-08-26,5,6
2022-08-27,5,8
2022-08-28,5,10
2022-08-29,5,8
2022-08-30,5,12
2022-08-31,5,9
2022-09-01,5,13
2022-09-02,5,7
2022-09-03,5,7
2022-09-04,5,10
2022-09-05,5,9
2022-09-06,5,10
2022-09-07,5,13
2022-09-08,5,7
2022-09-09,5,9
2022-09-10,5,7
2022-09-11,5,16
2022-09-12,5,11
2022-09-13,5,11
2022-09-14,5,9
2022-09-15,5,10
2022-09-16,5,7
2022-09-17,5,8
2022-09-18,5,17
2022-09-19,5,13
2022-09-20,5,9
2022-09-21,5,10
2022-09-22,5,11
2022-09-23,5,8
2022-09-24,5,7
2022-09-25,5,7
2022-09-26,5,8
2022-09-27,5,7
2022-09-28,5,15
2022-09-29,5,17
2022-09-30,5,12
2022-10-01,5,8
2022-10-02,5,11
2022-10-03,5,15
2022-10-04,5,8
2022-10-05,5,8
2022-10-06,5,11
2022-10-07,5,11
2022-10-08,5,9
2022-10-09,5,5
2022-10-10,5,6
2022-10-11,5,11
2022-10-12,5,13
2022-10-13,5,8
2022-10-14,5,9
2022-10-15,5,7
2022-10-16,5,10
2022-10-17,5,10
2022-10-18,5,11
2022-10-19,5,15
2022-10-20,5,11
2022-10-21,5,8
2022-10-22,5,8
2022-10-23,5,11
2022-10-24,5,13
2022-10-25,5,13
2022-10-26,5,10
2022-10-27,5,15
2022-10-28,5,7
2022-10-29,5,9
2022-10-30,5,14
2022-10-31,5,13
2022-11-01,5,9
2022-11-02,5,9
2022-11-03,5,13
2022-11-04,5,7
2022-11-05,5,7
2022-11-06,5,9
2022-11-07,5,12
2022-11-08,5,17
2022-11-09,5,9
2022-11-10,5,9
2022-11-11,5,10
2022-11-12,5,6
2022-11-13,5,13
2022-11-14,5,12
2022-11-15,5,10
2022-11-16,5,8
2022-11-17,5,8
2022-11-18,5,8
2022-11-19,5,11
2022-11-20,5,11
2022-11-21,5,14
2022-11-22,5,10
2022-11-23,5,11
2022-11-24,5,9
2022-11-25,5,9
2022-11-26,5,10
2022-11-27,5,14
2022-11-28,5,10
2022-11-29,5,11
2022-11-30,5,13
2022-12-01,5,7
2022-12-02,5,12
2022-12-03,5,11
2022-12-04,5,9
2022-12-05,5,10
2022-12-06,5,9
2022-12-07,5,14
2022-12-08,5,12
2022-12-09,5,8
2022-12-10,5,7
2022-12-11,5,12
2022-12-12,5,12
2022-12-13,5,10
2022-12-14,5,12
2022-12-15,5,13
2022-12-16,5,6
2022-12-17,5,7
2022-12-18,5,11
2022-12-19,5,13
2022-12-20,5,12
2022-12-21,5,9
2022-12-22,5,14
2022-12-23,5,6
2022-12-24,5,8
2022-12-25,5,10
2022-12-26,5,11
2022-12-27,5,10
2022-12-28,5,13
2022-12-29,5,9
2022-12-30,5,11
2022-12-31,5,10
2023-01-01,5,13
2023-01-02,5,11
2023-01-03,5,12
2023-01-04,5,16
2023-01-05,5,14
2023-01-06,5,11
2023-01-07,5,9
2023-01-08,5,10
2023-01-09,5,10
2023-01-10,5,12
2023-01-11,5,11
2023-01-12,5,12
2023-01-13,5,8
2023-01-14,5,8
2023-01-15,5,12
2023-01-16,5,6
2023-01-17,5,14
2023-01-18,5,11
2023-01-19,5,12
2023-01-20,5,12
2023-01-21,5,9
2023-01-22,5,12
2023-01-23,5,12
2023-01-24,5,14
2023-01-25,5,14
2023-01-26,5,11
2023-01-27,5,11
2023-01-28,5,9
2023-01-29,5,18
2023-01-30,5,13
2023-01-31,5,9
2023-02-01,5,15
2023-02-02,5,7
2023-02-03,5,8
2023-02-04,5,7
2023-02-05,5,10
2023-02-06,5,15
2023-02-07,5,10
2023-02-08,5,10
2023-02-09,5,11
2023-02-10,5,12
2023-02-11,5,9
2023-02-12,5,15
2023-02-13,5,16
2023-02-14,5,14
2023-02-15,5,13
2023-02-16,5,11
2023-02-17,5,8
2023-02-18,5,8
2023-02-19,5,14
2023-02-20,5,15
2023-02-21,5,10
2023-02-22,5,15
2023-02-23,5,11
2023-02-24,5,10
2023-02-25,5,8
2023-02-26,5,15
2023-02-27,5,14
2023-02-28,5,14
2023-03-01,5,11
2023-03-02,5,13
2023-03-03,5,10
2023-03-04,5,12
2023-03-05,5,15
2023-03-06,5,14
2023-03-07,5,9
2023-03-08,5,11
2023-03-09,5,13
2023-03-10,5,10
2023-03-11,5,10
2023-03-12,5,10
2023-03-13,5,10
2023-03-14,5,14
2023-03-15,5,10
2023-03-16,5,14
2023-03-17,5,11
2023-03-18,5,4
2023-03-19,5,11
2023-03-20,5,15
2023-03-21,5,15
2023-03-22,5,13
2023-03-23,5,12
2023-03-24,5,11
2023-03-25,5,10
2023-03-26,5,17
2023-03-27,5,11
2023-03-28,5,12
2023-03-29,5,12
2023-03-30,5,13
2023-03-31,5,8
2023-04-01,5,10
2023-04-02,5,14
2023-04-03,5,17
2023-04-04,5,12
2023-04-05,5,7
2023-04-06,5,8
2023-04-07,5,13
2023-04-08,5,9
2023-04-09,5,15
2023-04-10,5,14
2023-04-11,5,9
2023-04-12,5,9
2023-04-13,5,10
2023-04-14,5,13
2023-04-15,5,8
2023-04-16,5,13
2023-04-17,5,16
2023-04-18,5,13
2023-04-19,5,19
2023-04-20,5,9
2023-04-21,5,7
2023-04-22,5,10
2023-04-23,5,14
2023-04-24,5,9
2023-04-25,5,9
2023-04-26,5,9
2023-04-27,5,11
2023-04-28,5,10
2023-04-29,5,8
2023-04-30,5,13
2023-05-01,5,10
2023-05-02,5,16
2023-05-03,5,8
2023-05-04,5,10
2023-05-05,5,11
2023-05-06,5,9
2023-05-07,5,15
2023-05-08,5,12
2023-05-09,5,14
2023-05-10,5,9
2023-05-11,5,13
2023-05-12,5,13
2023-05-13,5,7
2023-05-14,5,12
2023-05-15,5,13
2023-05-16,5,11
2023-05-17,5,8
2023-05-18,5,13
2023-05-19,5,9
2023-05-20,5,7
2023-05-21,5,10
2023-05-22,5,16
2023-05-23,5,13
2023-05-24,5,15
2023-05-25,5,8
2023-05-26,5,6
2023-05-27,5,9
2023-05-28,5,14
2023-05-29,5,13
2023-05-30,5,13
2023-05-31,5,12
2023-06-01,5,13
2023-06-02,5,8
2023-06-03,5,8
2023-06-04,5,12
2023-06-05,5,12
2023-06-06,5,12
2023-06-07,5,12
2023-06-08,5,10
2023-06-09,5,7
2023-06-10,5,10
2023-06-11,5,13
2023-06-12,5,14
2023-06-13,5,10
2023-06-14,5,15
2023-06-15,5,16
2023-06-16,5,9
2023-06-17,5,6
2023-06-18,5,12
2023-06-19,5,14
2023-06-20,5,8
2023-06-21,5,12
2023-06-22,5,11
2023-06-23,5,9
2023-06-24,5,8
2023-06-25,5,13
2023-06-26,5,13
2023-06-27,5,12
2023-06-28,5,13
2023-06-29,5,11
2023-06-30,5,8
2023-07-01,5,11
2023-07-02,5,8
2023-07-03,5,14
2023-07-04,5,13
2023-07-05,5,14
2023-07-06,5,11
2023-07-07,5,8
2023-07-08,5,8
2023-07-09,5,12
2023-07-10,5,15
2023-07-11,5,15
2023-07-12,5,11
2023-07-13,5,10
2023-07-14,5,8
2023-07-15,5,9
2023-07-16,5,16
2023-07-17,5,16
2023-07-18,5,15
2023-07-19,5,20
2023-07-20,5,13
2023-07-21,5,13
2023-07-22,5,9
2023-07-23,5,17
2023-07-24,5,12
2023-07-25,5,12
2023-07-26,5,15
2023-07-27,5,14
2023-07-28,5,10
2023-07-29,5,8
2023-07-30,5,15
2023-07-31,5,14
2023-08-01,5,13
2023-08-02,5,13
2023-08-03,5,14
2023-08-04,5,7
2023-08-05,5,7
2023-08-06,5,11
2023-08-07,5,16
2023-08-08,5,16
2023-08-09,5,7
2023-08-10,5,10
2023-08-11,5,12
2023-08-12,5,12
2023-08-13,5,15
2023-08-14,5,14
2023-08-15,5,13
2023-08-16,5,12
2023-08-17,5,13
2023-08-18,5,8
2023-08-19,5,7
2023-08-20,5,14
2023-08-21,5,13
2023-08-22,5,10
2023-08-23,5,10
2023-08-24,5,9
