Date,Unit,Amount Of Patients,Occupation Rate
2022-03-07 07:00:00,5,2,0.05
2022-03-07 07:00:00,1,38,0.95
2022-03-07 07:00:00,3,44,1.1
2022-03-08 07:00:00,4,40,1.0
2022-03-08 07:00:00,2,47,1.175
2022-03-08 07:00:00,5,2,0.05
2022-03-08 07:00:00,1,40,1.0
2022-03-08 07:00:00,3,48,1.2
2022-03-09 07:00:00,4,33,0.825
2022-03-09 07:00:00,2,47,1.175
2022-03-09 07:00:00,5,9,0.225
2022-03-09 07:00:00,1,40,1.0
2022-03-09 07:00:00,3,44,1.1
2022-03-10 07:00:00,4,33,0.825
2022-03-10 07:00:00,2,44,1.1
2022-03-10 07:00:00,5,19,0.475
2022-03-10 07:00:00,1,38,0.95
2022-03-10 07:00:00,3,40,1.0
2022-03-11 07:00:00,4,28,0.7
2022-03-11 07:00:00,2,38,0.95
2022-03-11 07:00:00,5,15,0.375
2022-03-11 07:00:00,1,37,0.925
2022-03-11 07:00:00,3,41,1.025
2022-03-12 07:00:00,4,28,0.7
2022-03-12 07:00:00,2,36,0.9
2022-03-12 07:00:00,5,18,0.45
2022-03-12 07:00:00,1,29,0.725
2022-03-12 07:00:00,3,40,1.0
2022-03-13 07:00:00,4,30,0.75
2022-03-13 07:00:00,2,40,1.0
2022-03-13 07:00:00,5,18,0.45
2022-03-13 07:00:00,1,34,0.85
2022-03-13 07:00:00,3,43,1.075
2022-03-14 07:00:00,4,28,0.7
2022-03-14 07:00:00,2,38,0.95
2022-03-14 07:00:00,5,16,0.4
2022-03-14 07:00:00,1,33,0.825
2022-03-14 07:00:00,3,39,0.975
2022-03-15 07:00:00,4,32,0.8
2022-03-15 07:00:00,2,38,0.95
2022-03-15 07:00:00,5,19,0.475
2022-03-15 07:00:00,1,30,0.75
2022-03-15 07:00:00,3,33,0.825
2022-03-16 07:00:00,4,28,0.7
2022-03-16 07:00:00,2,37,0.925
2022-03-16 07:00:00,5,21,0.525
2022-03-16 07:00:00,1,31,0.775
2022-03-16 07:00:00,3,34,0.85
2022-03-17 07:00:00,4,26,0.65
2022-03-17 07:00:00,2,38,0.95
2022-03-17 07:00:00,5,19,0.475
2022-03-17 07:00:00,1,32,0.8
2022-03-17 07:00:00,3,34,0.85
2022-03-18 07:00:00,4,24,0.6
2022-03-18 07:00:00,2,35,0.875
2022-03-18 07:00:00,5,19,0.475
2022-03-18 07:00:00,1,21,0.525
2022-03-18 07:00:00,3,24,0.6
2022-03-19 07:00:00,4,20,0.5
2022-03-19 07:00:00,2,31,0.775
2022-03-19 07:00:00,5,19,0.475
2022-03-19 07:00:00,1,25,0.625
2022-03-19 07:00:00,3,27,0.675
2022-03-20 07:00:00,4,24,0.6
2022-03-20 07:00:00,2,37,0.925
2022-03-20 07:00:00,5,18,0.45
2022-03-20 07:00:00,1,20,0.5
2022-03-20 07:00:00,3,29,0.725
2022-03-21 07:00:00,4,33,0.825
2022-03-21 07:00:00,2,43,1.075
2022-03-21 07:00:00,5,10,0.25
2022-03-21 07:00:00,1,31,0.775
2022-03-21 07:00:00,3,35,0.875
2022-03-22 07:00:00,4,29,0.725
2022-03-22 07:00:00,2,39,0.975
2022-03-22 07:00:00,5,7,0.175
2022-03-22 07:00:00,1,33,0.825
2022-03-22 07:00:00,3,36,0.9
2022-03-23 07:00:00,4,32,0.8
2022-03-23 07:00:00,2,37,0.925
2022-03-23 07:00:00,5,4,0.1
2022-03-23 07:00:00,1,35,0.875
2022-03-23 07:00:00,3,33,0.825
2022-03-24 07:00:00,4,30,0.75
2022-03-24 07:00:00,2,44,1.1
2022-03-24 07:00:00,1,37,0.925
2022-03-24 07:00:00,3,34,0.85
2022-03-25 07:00:00,4,36,0.9
2022-03-25 07:00:00,2,42,1.05
2022-03-25 07:00:00,1,34,0.85
2022-03-25 07:00:00,3,35,0.875
2022-03-26 07:00:00,4,34,0.85
2022-03-26 07:00:00,2,42,1.05
2022-03-26 07:00:00,1,35,0.875
2022-03-26 07:00:00,3,30,0.75
2022-03-27 07:00:00,4,37,0.925
2022-03-27 07:00:00,2,49,1.225
2022-03-27 07:00:00,1,39,0.975
2022-03-27 07:00:00,3,38,0.95
2022-03-28 07:00:00,4,35,0.875
2022-03-28 07:00:00,2,45,1.125
2022-03-28 07:00:00,1,39,0.975
2022-03-28 07:00:00,3,35,0.875
2022-03-29 07:00:00,4,37,0.925
2022-03-29 07:00:00,2,40,1.0
2022-03-29 07:00:00,1,40,1.0
2022-03-29 07:00:00,3,40,1.0
2022-03-30 07:00:00,4,37,0.925
2022-03-30 07:00:00,2,44,1.1
2022-03-30 07:00:00,1,35,0.875
2022-03-30 07:00:00,3,40,1.0
2022-03-31 07:00:00,4,32,0.8
2022-03-31 07:00:00,2,38,0.95
2022-03-31 07:00:00,1,43,1.075
2022-03-31 07:00:00,3,38,0.95
2022-04-01 07:00:00,4,32,0.8
2022-04-01 07:00:00,2,40,1.0
2022-04-01 07:00:00,1,35,0.875
2022-04-01 07:00:00,3,39,0.975
2022-04-02 07:00:00,4,30,0.75
2022-04-02 07:00:00,2,35,0.875
2022-04-02 07:00:00,1,31,0.775
2022-04-02 07:00:00,3,36,0.9
2022-04-03 07:00:00,4,28,0.7
2022-04-03 07:00:00,2,39,0.975
2022-04-03 07:00:00,1,34,0.85
2022-04-03 07:00:00,3,42,1.05
2022-04-04 07:00:00,4,31,0.775
2022-04-04 07:00:00,2,41,1.025
2022-04-04 07:00:00,1,39,0.975
2022-04-04 07:00:00,3,42,1.05
2022-04-05 07:00:00,4,32,0.8
2022-04-05 07:00:00,2,43,1.075
2022-04-05 07:00:00,5,1,0.025
2022-04-05 07:00:00,1,36,0.9
2022-04-05 07:00:00,3,38,0.95
2022-04-06 07:00:00,4,29,0.725
2022-04-06 07:00:00,2,39,0.975
2022-04-06 07:00:00,1,38,0.95
2022-04-06 07:00:00,3,39,0.975
2022-04-07 07:00:00,4,31,0.775
2022-04-07 07:00:00,2,38,0.95
2022-04-07 07:00:00,1,31,0.775
2022-04-07 07:00:00,3,29,0.725
2022-04-08 07:00:00,4,28,0.7
2022-04-08 07:00:00,2,36,0.9
2022-04-08 07:00:00,1,36,0.9
2022-04-08 07:00:00,3,35,0.875
2022-04-09 07:00:00,4,22,0.55
2022-04-09 07:00:00,2,39,0.975
2022-04-09 07:00:00,1,32,0.8
2022-04-09 07:00:00,3,35,0.875
2022-04-10 07:00:00,4,29,0.725
2022-04-10 07:00:00,2,44,1.1
2022-04-10 07:00:00,1,33,0.825
2022-04-10 07:00:00,3,35,0.875
2022-04-11 07:00:00,4,25,0.625
2022-04-11 07:00:00,2,39,0.975
2022-04-11 07:00:00,1,35,0.875
2022-04-11 07:00:00,3,36,0.9
2022-04-12 07:00:00,4,27,0.675
2022-04-12 07:00:00,2,36,0.9
2022-04-12 07:00:00,1,34,0.85
2022-04-12 07:00:00,3,39,0.975
2022-04-13 07:00:00,4,24,0.6
2022-04-13 07:00:00,2,38,0.95
2022-04-13 07:00:00,1,28,0.7
2022-04-13 07:00:00,3,34,0.85
2022-04-14 07:00:00,4,24,0.6
2022-04-14 07:00:00,2,38,0.95
2022-04-14 07:00:00,1,31,0.775
2022-04-14 07:00:00,3,29,0.725
2022-04-15 07:00:00,4,18,0.45
2022-04-15 07:00:00,2,32,0.8
2022-04-15 07:00:00,1,21,0.525
2022-04-15 07:00:00,3,26,0.65
2022-04-16 07:00:00,4,18,0.45
2022-04-16 07:00:00,2,31,0.775
2022-04-16 07:00:00,1,17,0.425
2022-04-16 07:00:00,3,28,0.7
2022-04-17 07:00:00,4,18,0.45
2022-04-17 07:00:00,2,38,0.95
2022-04-17 07:00:00,1,21,0.525
2022-04-17 07:00:00,3,32,0.8
2022-04-18 07:00:00,4,25,0.625
2022-04-18 07:00:00,2,39,0.975
2022-04-18 07:00:00,1,31,0.775
2022-04-18 07:00:00,3,34,0.85
2022-04-19 07:00:00,4,25,0.625
2022-04-19 07:00:00,2,41,1.025
2022-04-19 07:00:00,1,32,0.8
2022-04-19 07:00:00,3,34,0.85
2022-04-20 07:00:00,4,22,0.55
2022-04-20 07:00:00,2,34,0.85
2022-04-20 07:00:00,1,26,0.65
2022-04-20 07:00:00,3,22,0.55
2022-04-21 07:00:00,4,28,0.7
2022-04-21 07:00:00,2,39,0.975
2022-04-21 07:00:00,1,28,0.7
2022-04-21 07:00:00,3,30,0.75
2022-04-22 07:00:00,4,25,0.625
2022-04-22 07:00:00,2,38,0.95
2022-04-22 07:00:00,1,29,0.725
2022-04-22 07:00:00,3,27,0.675
2022-04-23 07:00:00,4,26,0.65
2022-04-23 07:00:00,2,31,0.775
2022-04-23 07:00:00,1,28,0.7
2022-04-23 07:00:00,3,33,0.825
2022-04-24 07:00:00,4,31,0.775
2022-04-24 07:00:00,2,35,0.875
2022-04-24 07:00:00,1,37,0.925
2022-04-24 07:00:00,3,36,0.9
2022-04-25 07:00:00,4,39,0.975
2022-04-25 07:00:00,2,39,0.975
2022-04-25 07:00:00,1,35,0.875
2022-04-25 07:00:00,3,41,1.025
2022-04-26 07:00:00,4,39,0.975
2022-04-26 07:00:00,2,35,0.875
2022-04-26 07:00:00,1,32,0.8
2022-04-26 07:00:00,3,35,0.875
2022-04-27 07:00:00,4,34,0.85
2022-04-27 07:00:00,2,38,0.95
2022-04-27 07:00:00,1,32,0.8
2022-04-27 07:00:00,3,34,0.85
2022-04-28 07:00:00,4,26,0.65
2022-04-28 07:00:00,2,35,0.875
2022-04-28 07:00:00,1,30,0.75
2022-04-28 07:00:00,3,32,0.8
2022-04-29 07:00:00,4,33,0.825
2022-04-29 07:00:00,2,27,0.675
2022-04-29 07:00:00,1,30,0.75
2022-04-29 07:00:00,3,35,0.875
2022-04-30 07:00:00,4,30,0.75
2022-04-30 07:00:00,2,31,0.775
2022-04-30 07:00:00,1,34,0.85
2022-04-30 07:00:00,3,36,0.9
2022-05-01 07:00:00,4,30,0.75
2022-05-01 07:00:00,2,29,0.725
2022-05-01 07:00:00,1,37,0.925
2022-05-01 07:00:00,3,41,1.025
2022-05-02 07:00:00,4,32,0.8
2022-05-02 07:00:00,2,34,0.85
2022-05-02 07:00:00,1,36,0.9
2022-05-02 07:00:00,3,38,0.95
2022-05-03 07:00:00,4,25,0.625
2022-05-03 07:00:00,2,35,0.875
2022-05-03 07:00:00,5,1,0.025
2022-05-03 07:00:00,1,35,0.875
2022-05-03 07:00:00,3,41,1.025
2022-05-04 07:00:00,4,33,0.825
2022-05-04 07:00:00,2,40,1.0
2022-05-04 07:00:00,5,1,0.025
2022-05-04 07:00:00,1,35,0.875
2022-05-04 07:00:00,3,43,1.075
2022-05-05 07:00:00,4,20,0.5
2022-05-05 07:00:00,2,34,0.85
2022-05-05 07:00:00,5,2,0.05
2022-05-05 07:00:00,1,31,0.775
2022-05-05 07:00:00,3,35,0.875
2022-05-06 07:00:00,4,24,0.6
2022-05-06 07:00:00,2,31,0.775
2022-05-06 07:00:00,5,2,0.05
2022-05-06 07:00:00,1,34,0.85
2022-05-06 07:00:00,3,34,0.85
2022-05-07 07:00:00,4,29,0.725
2022-05-07 07:00:00,2,43,1.075
2022-05-07 07:00:00,5,2,0.05
2022-05-07 07:00:00,1,35,0.875
2022-05-07 07:00:00,3,38,0.95
2022-05-08 07:00:00,4,38,0.95
2022-05-08 07:00:00,2,50,1.25
2022-05-08 07:00:00,5,2,0.05
2022-05-08 07:00:00,1,44,1.1
2022-05-08 07:00:00,3,44,1.1
2022-05-09 07:00:00,4,36,0.9
2022-05-09 07:00:00,2,45,1.125
2022-05-09 07:00:00,5,2,0.05
2022-05-09 07:00:00,1,43,1.075
2022-05-09 07:00:00,3,36,0.9
2022-05-10 07:00:00,4,23,0.575
2022-05-10 07:00:00,2,38,0.95
2022-05-10 07:00:00,5,8,0.2
2022-05-10 07:00:00,1,31,0.775
2022-05-10 07:00:00,3,30,0.75
2022-05-11 07:00:00,4,22,0.55
2022-05-11 07:00:00,2,39,0.975
2022-05-11 07:00:00,5,12,0.3
2022-05-11 07:00:00,1,38,0.95
2022-05-11 07:00:00,3,32,0.8
2022-05-12 07:00:00,4,26,0.65
2022-05-12 07:00:00,2,35,0.875
2022-05-12 07:00:00,5,15,0.375
2022-05-12 07:00:00,1,34,0.85
2022-05-12 07:00:00,3,29,0.725
2022-05-13 07:00:00,4,16,0.4
2022-05-13 07:00:00,2,23,0.575
2022-05-13 07:00:00,5,12,0.3
2022-05-13 07:00:00,1,28,0.7
2022-05-13 07:00:00,3,21,0.525
2022-05-14 07:00:00,4,19,0.475
2022-05-14 07:00:00,2,20,0.5
2022-05-14 07:00:00,5,16,0.4
2022-05-14 07:00:00,1,28,0.7
2022-05-14 07:00:00,3,21,0.525
2022-05-15 07:00:00,4,22,0.55
2022-05-15 07:00:00,2,20,0.5
2022-05-15 07:00:00,5,20,0.5
2022-05-15 07:00:00,1,25,0.625
2022-05-15 07:00:00,3,23,0.575
2022-05-16 07:00:00,4,28,0.7
2022-05-16 07:00:00,2,20,0.5
2022-05-16 07:00:00,5,23,0.575
2022-05-16 07:00:00,1,37,0.925
2022-05-16 07:00:00,3,34,0.85
2022-05-17 07:00:00,4,24,0.6
2022-05-17 07:00:00,2,20,0.5
2022-05-17 07:00:00,5,25,0.625
2022-05-17 07:00:00,1,37,0.925
2022-05-17 07:00:00,3,32,0.8
2022-05-18 07:00:00,4,22,0.55
2022-05-18 07:00:00,2,18,0.45
2022-05-18 07:00:00,5,28,0.7
2022-05-18 07:00:00,1,26,0.65
2022-05-18 07:00:00,3,28,0.7
2022-05-19 07:00:00,4,22,0.55
2022-05-19 07:00:00,2,18,0.45
2022-05-19 07:00:00,5,33,0.825
2022-05-19 07:00:00,1,28,0.7
2022-05-19 07:00:00,3,22,0.55
2022-05-20 07:00:00,4,24,0.6
2022-05-20 07:00:00,2,18,0.45
2022-05-20 07:00:00,5,21,0.525
2022-05-20 07:00:00,1,24,0.6
2022-05-20 07:00:00,3,30,0.75
2022-05-21 07:00:00,4,27,0.675
2022-05-21 07:00:00,2,17,0.425
2022-05-21 07:00:00,5,23,0.575
2022-05-21 07:00:00,1,26,0.65
2022-05-21 07:00:00,3,28,0.7
2022-05-22 07:00:00,4,31,0.775
2022-05-22 07:00:00,2,19,0.475
2022-05-22 07:00:00,5,34,0.85
2022-05-22 07:00:00,1,33,0.825
2022-05-22 07:00:00,3,35,0.875
2022-05-23 07:00:00,4,24,0.6
2022-05-23 07:00:00,2,15,0.375
2022-05-23 07:00:00,5,35,0.875
2022-05-23 07:00:00,1,26,0.65
2022-05-23 07:00:00,3,30,0.75
2022-05-24 07:00:00,4,27,0.675
2022-05-24 07:00:00,2,20,0.5
2022-05-24 07:00:00,5,32,0.8
2022-05-24 07:00:00,1,28,0.7
2022-05-24 07:00:00,3,32,0.8
2022-05-25 07:00:00,4,28,0.7
2022-05-25 07:00:00,2,18,0.45
2022-05-25 07:00:00,5,32,0.8
2022-05-25 07:00:00,1,31,0.775
2022-05-25 07:00:00,3,34,0.85
2022-05-26 07:00:00,4,26,0.65
2022-05-26 07:00:00,2,15,0.375
2022-05-26 07:00:00,5,34,0.85
2022-05-26 07:00:00,1,32,0.8
2022-05-26 07:00:00,3,33,0.825
2022-05-27 07:00:00,4,26,0.65
2022-05-27 07:00:00,2,18,0.45
2022-05-27 07:00:00,5,30,0.75
2022-05-27 07:00:00,1,36,0.9
2022-05-27 07:00:00,3,33,0.825
2022-05-28 07:00:00,4,23,0.575
2022-05-28 07:00:00,2,17,0.425
2022-05-28 07:00:00,5,26,0.65
2022-05-28 07:00:00,1,30,0.75
2022-05-28 07:00:00,3,30,0.75
2022-05-29 07:00:00,4,27,0.675
2022-05-29 07:00:00,2,21,0.525
2022-05-29 07:00:00,5,32,0.8
2022-05-29 07:00:00,1,32,0.8
2022-05-29 07:00:00,3,33,0.825
2022-05-30 07:00:00,4,28,0.7
2022-05-30 07:00:00,2,23,0.575
2022-05-30 07:00:00,5,35,0.875
2022-05-30 07:00:00,1,37,0.925
2022-05-30 07:00:00,3,30,0.75
2022-05-31 07:00:00,4,27,0.675
2022-05-31 07:00:00,2,24,0.6
2022-05-31 07:00:00,5,33,0.825
2022-05-31 07:00:00,1,37,0.925
2022-05-31 07:00:00,3,29,0.725
2022-06-01 07:00:00,4,27,0.675
2022-06-01 07:00:00,2,22,0.55
2022-06-01 07:00:00,5,39,0.975
2022-06-01 07:00:00,1,31,0.775
2022-06-01 07:00:00,3,33,0.825
2022-06-02 07:00:00,4,27,0.675
2022-06-02 07:00:00,2,22,0.55
2022-06-02 07:00:00,5,32,0.8
2022-06-02 07:00:00,1,32,0.8
2022-06-02 07:00:00,3,30,0.75
2022-06-03 07:00:00,4,27,0.675
2022-06-03 07:00:00,2,22,0.55
2022-06-03 07:00:00,5,30,0.75
2022-06-03 07:00:00,1,27,0.675
2022-06-03 07:00:00,3,35,0.875
2022-06-04 07:00:00,4,21,0.525
2022-06-04 07:00:00,2,21,0.525
2022-06-04 07:00:00,5,25,0.625
2022-06-04 07:00:00,1,24,0.6
2022-06-04 07:00:00,3,33,0.825
2022-06-05 07:00:00,4,21,0.525
2022-06-05 07:00:00,2,20,0.5
2022-06-05 07:00:00,5,29,0.725
2022-06-05 07:00:00,1,24,0.6
2022-06-05 07:00:00,3,30,0.75
2022-06-06 07:00:00,4,26,0.65
2022-06-06 07:00:00,2,18,0.45
2022-06-06 07:00:00,5,31,0.775
2022-06-06 07:00:00,1,27,0.675
2022-06-06 07:00:00,3,33,0.825
2022-06-07 07:00:00,4,22,0.55
2022-06-07 07:00:00,2,22,0.55
2022-06-07 07:00:00,5,38,0.95
2022-06-07 07:00:00,1,34,0.85
2022-06-07 07:00:00,3,32,0.8
2022-06-08 07:00:00,4,24,0.6
2022-06-08 07:00:00,2,20,0.5
2022-06-08 07:00:00,5,43,1.075
2022-06-08 07:00:00,1,21,0.525
2022-06-08 07:00:00,3,34,0.85
2022-06-09 07:00:00,4,18,0.45
2022-06-09 07:00:00,2,19,0.475
2022-06-09 07:00:00,5,35,0.875
2022-06-09 07:00:00,1,26,0.65
2022-06-09 07:00:00,3,26,0.65
2022-06-10 07:00:00,4,25,0.625
2022-06-10 07:00:00,2,23,0.575
2022-06-10 07:00:00,5,41,1.025
2022-06-10 07:00:00,1,29,0.725
2022-06-10 07:00:00,3,34,0.85
2022-06-11 07:00:00,4,24,0.6
2022-06-11 07:00:00,2,23,0.575
2022-06-11 07:00:00,5,42,1.05
2022-06-11 07:00:00,1,27,0.675
2022-06-11 07:00:00,3,36,0.9
2022-06-12 07:00:00,4,26,0.65
2022-06-12 07:00:00,2,23,0.575
2022-06-12 07:00:00,5,39,0.975
2022-06-12 07:00:00,1,25,0.625
2022-06-12 07:00:00,3,37,0.925
2022-06-13 07:00:00,4,28,0.7
2022-06-13 07:00:00,2,20,0.5
2022-06-13 07:00:00,5,35,0.875
2022-06-13 07:00:00,1,30,0.75
2022-06-13 07:00:00,3,38,0.95
2022-06-14 07:00:00,4,30,0.75
2022-06-14 07:00:00,2,20,0.5
2022-06-14 07:00:00,5,43,1.075
2022-06-14 07:00:00,1,33,0.825
2022-06-14 07:00:00,3,34,0.85
2022-06-15 07:00:00,4,25,0.625
2022-06-15 07:00:00,2,20,0.5
2022-06-15 07:00:00,5,38,0.95
2022-06-15 07:00:00,1,26,0.65
2022-06-15 07:00:00,3,30,0.75
2022-06-16 07:00:00,4,25,0.625
2022-06-16 07:00:00,2,14,0.35
2022-06-16 07:00:00,5,34,0.85
2022-06-16 07:00:00,1,26,0.65
2022-06-16 07:00:00,3,31,0.775
2022-06-17 07:00:00,4,17,0.425
2022-06-17 07:00:00,2,16,0.4
2022-06-17 07:00:00,5,29,0.725
2022-06-17 07:00:00,1,25,0.625
2022-06-17 07:00:00,3,23,0.575
2022-06-18 07:00:00,4,19,0.475
2022-06-18 07:00:00,2,14,0.35
2022-06-18 07:00:00,5,30,0.75
2022-06-18 07:00:00,1,20,0.5
2022-06-18 07:00:00,3,29,0.725
2022-06-19 07:00:00,4,22,0.55
2022-06-19 07:00:00,2,11,0.275
2022-06-19 07:00:00,5,39,0.975
2022-06-19 07:00:00,1,29,0.725
2022-06-19 07:00:00,3,33,0.825
2022-06-20 07:00:00,4,29,0.725
2022-06-20 07:00:00,5,42,1.05
2022-06-20 07:00:00,1,32,0.8
2022-06-20 07:00:00,3,39,0.975
2022-06-21 07:00:00,4,24,0.6
2022-06-21 07:00:00,5,42,1.05
2022-06-21 07:00:00,1,32,0.8
2022-06-21 07:00:00,3,35,0.875
2022-06-22 07:00:00,4,31,0.775
2022-06-22 07:00:00,5,36,0.9
2022-06-22 07:00:00,1,32,0.8
2022-06-22 07:00:00,3,35,0.875
2022-06-23 07:00:00,4,27,0.675
2022-06-23 07:00:00,5,34,0.85
2022-06-23 07:00:00,1,31,0.775
2022-06-23 07:00:00,3,28,0.7
2022-06-24 07:00:00,4,29,0.725
2022-06-24 07:00:00,5,27,0.675
2022-06-24 07:00:00,1,30,0.75
2022-06-24 07:00:00,3,25,0.625
2022-06-25 07:00:00,4,28,0.7
2022-06-25 07:00:00,5,29,0.725
2022-06-25 07:00:00,1,26,0.65
2022-06-25 07:00:00,3,29,0.725
2022-06-26 07:00:00,4,30,0.75
2022-06-26 07:00:00,5,31,0.775
2022-06-26 07:00:00,1,27,0.675
2022-06-26 07:00:00,3,34,0.85
2022-06-27 07:00:00,4,28,0.7
2022-06-27 07:00:00,5,34,0.85
2022-06-27 07:00:00,1,33,0.825
2022-06-27 07:00:00,3,37,0.925
2022-06-28 07:00:00,4,34,0.85
2022-06-28 07:00:00,5,37,0.925
2022-06-28 07:00:00,1,34,0.85
2022-06-28 07:00:00,3,36,0.9
2022-06-29 07:00:00,4,32,0.8
2022-06-29 07:00:00,5,38,0.95
2022-06-29 07:00:00,1,31,0.775
2022-06-29 07:00:00,3,35,0.875
2022-06-30 07:00:00,4,34,0.85
2022-06-30 07:00:00,5,42,1.05
2022-06-30 07:00:00,1,28,0.7
2022-06-30 07:00:00,3,34,0.85
2022-07-01 07:00:00,4,29,0.725
2022-07-01 07:00:00,5,36,0.9
2022-07-01 07:00:00,1,34,0.85
2022-07-01 07:00:00,3,40,1.0
2022-07-02 07:00:00,4,25,0.625
2022-07-02 07:00:00,5,34,0.85
2022-07-02 07:00:00,1,29,0.725
2022-07-02 07:00:00,3,38,0.95
2022-07-03 07:00:00,4,33,0.825
2022-07-03 07:00:00,5,41,1.025
2022-07-03 07:00:00,1,35,0.875
2022-07-03 07:00:00,3,37,0.925
2022-07-04 07:00:00,4,35,0.875
2022-07-04 07:00:00,5,39,0.975
2022-07-04 07:00:00,1,36,0.9
2022-07-04 07:00:00,3,37,0.925
2022-07-05 07:00:00,4,26,0.65
2022-07-05 07:00:00,5,42,1.05
2022-07-05 07:00:00,1,37,0.925
2022-07-05 07:00:00,3,35,0.875
2022-07-06 07:00:00,4,26,0.65
2022-07-06 07:00:00,5,37,0.925
2022-07-06 07:00:00,1,30,0.75
2022-07-06 07:00:00,3,31,0.775
2022-07-07 07:00:00,4,27,0.675
2022-07-07 07:00:00,5,37,0.925
2022-07-07 07:00:00,1,33,0.825
2022-07-07 07:00:00,3,29,0.725
2022-07-08 07:00:00,4,27,0.675
2022-07-08 07:00:00,5,39,0.975
2022-07-08 07:00:00,1,40,1.0
2022-07-08 07:00:00,3,33,0.825
2022-07-09 07:00:00,4,16,0.4
2022-07-09 07:00:00,5,36,0.9
2022-07-09 07:00:00,1,32,0.8
2022-07-09 07:00:00,3,34,0.85
2022-07-10 07:00:00,4,22,0.55
2022-07-10 07:00:00,5,43,1.075
2022-07-10 07:00:00,1,37,0.925
2022-07-10 07:00:00,3,35,0.875
2022-07-11 07:00:00,4,25,0.625
2022-07-11 07:00:00,5,41,1.025
2022-07-11 07:00:00,1,43,1.075
2022-07-11 07:00:00,3,38,0.95
2022-07-12 07:00:00,4,28,0.7
2022-07-12 07:00:00,5,35,0.875
2022-07-12 07:00:00,1,35,0.875
2022-07-12 07:00:00,3,36,0.9
2022-07-13 07:00:00,4,29,0.725
2022-07-13 07:00:00,5,38,0.95
2022-07-13 07:00:00,1,31,0.775
2022-07-13 07:00:00,3,27,0.675
2022-07-14 07:00:00,4,25,0.625
2022-07-14 07:00:00,5,27,0.675
2022-07-14 07:00:00,1,33,0.825
2022-07-14 07:00:00,3,32,0.8
2022-07-15 07:00:00,4,28,0.7
2022-07-15 07:00:00,5,33,0.825
2022-07-15 07:00:00,1,28,0.7
2022-07-15 07:00:00,3,33,0.825
2022-07-16 07:00:00,4,29,0.725
2022-07-16 07:00:00,5,31,0.775
2022-07-16 07:00:00,1,29,0.725
2022-07-16 07:00:00,3,32,0.8
2022-07-17 07:00:00,4,34,0.85
2022-07-17 07:00:00,5,35,0.875
2022-07-17 07:00:00,1,31,0.775
2022-07-17 07:00:00,3,34,0.85
2022-07-18 07:00:00,4,29,0.725
2022-07-18 07:00:00,5,35,0.875
2022-07-18 07:00:00,1,36,0.9
2022-07-18 07:00:00,3,42,1.05
2022-07-19 07:00:00,4,27,0.675
2022-07-19 07:00:00,5,36,0.9
2022-07-19 07:00:00,1,31,0.775
2022-07-19 07:00:00,3,41,1.025
2022-07-20 07:00:00,4,28,0.7
2022-07-20 07:00:00,5,42,1.05
2022-07-20 07:00:00,1,33,0.825
2022-07-20 07:00:00,3,43,1.075
2022-07-21 07:00:00,4,25,0.625
2022-07-21 07:00:00,5,35,0.875
2022-07-21 07:00:00,1,36,0.9
2022-07-21 07:00:00,3,35,0.875
2022-07-22 07:00:00,4,27,0.675
2022-07-22 07:00:00,5,36,0.9
2022-07-22 07:00:00,1,35,0.875
2022-07-22 07:00:00,3,37,0.925
2022-07-23 07:00:00,4,30,0.75
2022-07-23 07:00:00,5,36,0.9
2022-07-23 07:00:00,1,26,0.65
2022-07-23 07:00:00,3,40,1.0
2022-07-24 07:00:00,4,31,0.775
2022-07-24 07:00:00,5,40,1.0
2022-07-24 07:00:00,1,36,0.9
2022-07-24 07:00:00,3,42,1.05
2022-07-25 07:00:00,4,38,0.95
2022-07-25 07:00:00,5,45,1.125
2022-07-25 07:00:00,1,41,1.025
2022-07-25 07:00:00,3,43,1.075
2022-07-26 07:00:00,4,28,0.7
2022-07-26 07:00:00,5,39,0.975
2022-07-26 07:00:00,1,37,0.925
2022-07-26 07:00:00,3,33,0.825
2022-07-27 07:00:00,4,26,0.65
2022-07-27 07:00:00,5,42,1.05
2022-07-27 07:00:00,1,37,0.925
2022-07-27 07:00:00,3,30,0.75
2022-07-28 07:00:00,4,24,0.6
2022-07-28 07:00:00,5,39,0.975
2022-07-28 07:00:00,1,37,0.925
2022-07-28 07:00:00,3,31,0.775
2022-07-29 07:00:00,4,27,0.675
2022-07-29 07:00:00,5,37,0.925
2022-07-29 07:00:00,1,34,0.85
2022-07-29 07:00:00,3,26,0.65
2022-07-30 07:00:00,4,26,0.65
2022-07-30 07:00:00,5,38,0.95
2022-07-30 07:00:00,1,36,0.9
2022-07-30 07:00:00,3,31,0.775
2022-07-31 07:00:00,4,28,0.7
2022-07-31 07:00:00,5,42,1.05
2022-07-31 07:00:00,1,36,0.9
2022-07-31 07:00:00,3,30,0.75
2022-08-01 07:00:00,4,26,0.65
2022-08-01 07:00:00,5,44,1.1
2022-08-01 07:00:00,1,37,0.925
2022-08-01 07:00:00,3,30,0.75
2022-08-02 07:00:00,4,30,0.75
2022-08-02 07:00:00,5,36,0.9
2022-08-02 07:00:00,1,38,0.95
2022-08-02 07:00:00,3,29,0.725
2022-08-03 07:00:00,4,30,0.75
2022-08-03 07:00:00,5,33,0.825
2022-08-03 07:00:00,1,33,0.825
2022-08-03 07:00:00,3,23,0.575
2022-08-04 07:00:00,4,31,0.775
