Date,Doctor Code,Amount Of Patients
2020-06-25,11460,1
2020-06-26,11460,1
2020-06-27,11460,2
2020-06-28,11460,3
2020-06-29,11460,2
2020-06-30,11460,1
2020-07-03,11460,1
2020-07-04,11460,1
2020-07-05,11460,2
2020-07-06,11460,2
2020-07-07,11460,5
2020-07-08,11460,2
2020-07-09,11460,5
2020-07-10,11460,1
2020-07-12,11460,1
2020-07-13,11460,5
2020-07-14,11460,1
2020-07-15,11460,6
2020-07-18,11460,1
2020-07-19,11460,4
2020-07-21,11460,3
2020-07-22,11460,3
2020-07-23,11460,1
2020-07-24,11460,1
2020-07-25,11460,2
2020-07-26,11460,4
2020-07-27,11460,2
2020-07-28,11460,3
2020-07-29,11460,4
2020-07-30,11460,6
2020-08-01,11460,1
2020-08-02,11460,4
2020-08-04,11460,2
2020-08-05,11460,1
2020-08-06,11460,1
2020-08-07,11460,2
2020-08-08,11460,1
2020-08-09,11460,2
2020-08-10,11460,2
2020-08-11,11460,2
2020-08-12,11460,5
2020-08-13,11460,3
2020-08-15,11460,4
2020-08-16,11460,4
2020-08-18,11460,4
2020-08-19,11460,4
2020-08-20,11460,2
2020-08-22,11460,1
2020-08-24,11460,2
2020-08-25,11460,2
2020-08-27,11460,1
2020-08-31,11460,6
2020-09-01,11460,2
2020-09-02,11460,2
2020-09-07,11460,1
2020-09-09,11460,3
2020-09-13,11460,1
2020-09-14,11460,1
2020-09-15,11460,1
2020-09-17,11460,1
2020-09-18,11460,1
2020-09-19,11460,1
2020-09-20,11460,2
2020-09-21,11460,2
2020-09-22,11460,1
2020-09-24,11460,3
2020-09-25,11460,2
2020-09-26,11460,2
2020-09-28,11460,1
2020-09-29,11460,1
2020-10-01,11460,2
2020-10-02,11460,2
2020-10-03,11460,3
2020-10-04,11460,2
2020-10-06,11460,1
2020-10-07,11460,2
2020-10-08,11460,1
2020-10-09,11460,1
2020-10-14,11460,2
2020-10-15,11460,2
2020-10-17,11460,1
2020-10-21,11460,1
2020-10-26,11460,4
2020-10-29,11460,1
2020-10-30,11460,1
2020-11-02,11460,1
2020-11-04,11460,1
2020-11-08,11460,2
2020-11-11,11460,1
2020-11-13,11460,1
2020-11-15,11460,3
2020-11-16,11460,3
2020-11-18,11460,3
2020-11-19,11460,1
2020-11-20,11460,2
2020-11-30,11460,3
2020-12-02,11460,1
2020-12-03,11460,1
2020-12-05,11460,1
2020-12-06,11460,1
2020-12-08,11460,2
2020-12-10,11460,1
2020-12-11,11460,3
2020-12-12,11460,1
2020-12-15,11460,1
2020-12-16,11460,2
2020-12-19,11460,2
2020-12-23,11460,1
2020-12-24,11460,1
2020-12-25,11460,1
2020-12-30,11460,1
2021-01-05,11460,1
2021-01-21,11460,2
2021-01-22,11460,2
2021-01-31,11460,1
2021-02-02,11460,1
2021-02-07,11460,1
2021-02-10,11460,1
2021-02-11,11460,1
2021-02-13,11460,1
2021-02-20,11460,1
2021-02-21,11460,1
2021-03-05,11460,1
2021-03-07,11460,1
2021-03-16,11460,1
2021-03-17,11460,1
2021-03-18,11460,1
2021-03-19,11460,1
2021-04-04,11460,1
2021-04-13,11460,2
2021-04-19,11460,4
2021-04-20,11460,3
2021-04-23,11460,1
2021-04-24,11460,1
2021-04-25,11460,1
2021-04-26,11460,1
2021-04-27,11460,2
2021-04-28,11460,1
2021-04-29,11460,1
2021-05-01,11460,1
2021-05-02,11460,3
2021-05-06,11460,1
2021-05-07,11460,3
2021-05-08,11460,1
2021-05-09,11460,1
2021-05-11,11460,3
2021-05-12,11460,3
2021-05-13,11460,2
2021-05-16,11460,1
2021-05-17,11460,1
2021-05-18,11460,1
2021-06-18,11460,1
2021-06-20,11460,1
2021-06-22,11460,4
2021-06-23,11460,3
2021-06-28,11460,3
2021-06-30,11460,1
2021-07-17,11460,2
2021-07-19,11460,2
2021-07-24,11460,3
2021-07-25,11460,1
2021-07-27,11460,2
2021-07-28,11460,2
2021-07-29,11460,3
2021-08-06,11460,1
2021-08-07,11460,1
2021-08-08,11460,2
2021-08-09,11460,2
2021-08-10,11460,2
2021-08-11,11460,3
2021-08-12,11460,1
2021-08-13,11460,1
2021-08-14,11460,2
2021-08-15,11460,3
2021-08-17,11460,3
2021-08-18,11460,1
2021-08-20,11460,1
2021-08-21,11460,1
2021-08-22,11460,1
2021-08-23,11460,1
2021-08-24,11460,3
2021-08-25,11460,1
2021-08-26,11460,3
2021-08-28,11460,3
2021-08-29,11460,2
2021-08-31,11460,3
2021-09-01,11460,2
2021-09-04,11460,1
2021-09-07,11460,1
2021-09-08,11460,2
2021-09-09,11460,2
2021-09-13,11460,1
2021-09-21,11460,1
2021-09-22,11460,1
2021-09-23,11460,2
2021-09-24,11460,1
2021-09-26,11460,2
2021-09-27,11460,1
2021-09-28,11460,1
2021-09-29,11460,1
2021-09-30,11460,1
2021-10-03,11460,1
2021-10-04,11460,2
2021-10-05,11460,3
2021-10-06,11460,2
2021-10-07,11460,1
2021-10-08,11460,2
2021-10-09,11460,1
2021-10-10,11460,1
2021-10-11,11460,2
2021-10-12,11460,3
2021-10-13,11460,2
2021-10-17,11460,2
2021-10-18,11460,2
2021-10-19,11460,2
2021-10-20,11460,2
2021-10-21,11460,2
2021-10-23,11460,1
2021-10-24,11460,6
2021-10-25,11460,4
2021-10-26,11460,4
2021-10-27,11460,1
2021-10-28,11460,1
2021-10-31,11460,1
2021-11-02,11460,1
2021-11-03,11460,1
2021-11-04,11460,1
2021-11-07,11460,3
2021-11-08,11460,3
2021-11-10,11460,3
2021-11-13,11460,1
2021-11-15,11460,3
2021-11-16,11460,1
2021-11-17,11460,6
2021-11-18,11460,2
2021-11-21,11460,2
2021-11-22,11460,2
2021-11-23,11460,1
2021-11-24,11460,3
2021-11-27,11460,2
2021-11-28,11460,1
2021-12-01,11460,1
2021-12-04,11460,2
2021-12-05,11460,3
2021-12-06,11460,3
2021-12-07,11460,2
2021-12-08,11460,2
2021-12-09,11460,1
2021-12-10,11460,1
2021-12-13,11460,3
2021-12-14,11460,3
2021-12-15,11460,2
2021-12-16,11460,1
2021-12-17,11460,1
2021-12-18,11460,1
2021-12-19,11460,2
2021-12-20,11460,1
2021-12-21,11460,1
2021-12-23,11460,2
2021-12-25,11460,2
2021-12-26,11460,2
2021-12-27,11460,1
2021-12-28,11460,2
2021-12-29,11460,2
2021-12-31,11460,2
2022-01-03,11460,2
2022-01-04,11460,1
2022-01-05,11460,1
2022-01-06,11460,1
2022-01-12,11460,1
2022-01-14,11460,2
2022-01-17,11460,1
2022-01-18,11460,2
2022-01-19,11460,1
2022-01-20,11460,4
2022-01-21,11460,1
2022-01-22,11460,1
2022-01-23,11460,4
2022-01-24,11460,1
2022-01-25,11460,2
2022-01-26,11460,1
2022-01-27,11460,1
2022-01-28,11460,2
2022-01-29,11460,1
2022-01-30,11460,2
2022-02-01,11460,3
2022-02-02,11460,2
2022-02-04,11460,2
2022-02-05,11460,1
2022-02-07,11460,3
2022-02-08,11460,2
2022-02-09,11460,1
2022-02-10,11460,4
2022-02-11,11460,2
2022-02-13,11460,1
2022-02-14,11460,1
2022-02-15,11460,3
2022-02-16,11460,1
2022-02-17,11460,1
2022-02-18,11460,2
2022-02-19,11460,1
2022-02-20,11460,2
2022-02-21,11460,2
2022-02-22,11460,1
2022-02-23,11460,2
2022-02-24,11460,1
2022-02-27,11460,1
2022-02-28,11460,1
2022-03-01,11460,3
2022-03-02,11460,3
2022-03-03,11460,1
2022-03-04,11460,2
2022-03-05,11460,1
2022-03-08,11460,1
2022-03-09,11460,1
2022-03-10,11460,4
2022-03-13,11460,2
2022-03-14,11460,3
2022-03-15,11460,2
2022-03-17,11460,4
2022-03-21,11460,1
2022-03-23,11460,1
2022-03-27,11460,1
2022-04-13,11460,1
2022-04-17,11460,2
2022-04-18,11460,2
2022-04-23,11460,1
2022-04-24,11460,1
2022-04-27,11460,2
2022-04-28,11460,2
2022-04-29,11460,1
2022-05-01,11460,4
2022-05-02,11460,2
2022-05-03,11460,5
2022-05-04,11460,4
2022-05-06,11460,2
2022-05-07,11460,2
2022-05-15,11460,1
2022-05-18,11460,1
2022-05-25,11460,1
2022-05-26,11460,1
2022-05-27,11460,1
2022-05-31,11460,1
2022-06-01,11460,1
2022-06-02,11460,1
2022-06-06,11460,2
2022-06-09,11460,4
2022-06-14,11460,1
2022-06-18,11460,1
2022-07-05,11460,1
2022-07-08,11460,1
2022-07-11,11460,1
2022-07-12,11460,1
2022-07-14,11460,1
2022-07-16,11460,2
2022-07-17,11460,1
2022-07-19,11460,1
2022-07-20,11460,1
2022-07-24,11460,1
2022-07-27,11460,1
2022-07-29,11460,1
2022-07-31,11460,1
2022-08-01,11460,4
2022-08-04,11460,1
2022-08-09,11460,1
2022-08-10,11460,1
2022-08-11,11460,1
2022-08-13,11460,1
2022-08-15,11460,2
2022-08-16,11460,1
2022-08-19,11460,2
2022-08-20,11460,1
2022-08-30,11460,1
2022-09-01,11460,2
2022-09-02,11460,4
2022-09-09,11460,1
2022-09-18,11460,2
2022-10-12,11460,1
2022-10-13,11460,2
2022-10-14,11460,1
2022-10-17,11460,1
2022-11-13,11460,1
2022-11-15,11460,1
2022-11-16,11460,1
2022-11-18,11460,1
2022-11-19,11460,1
2022-11-20,11460,1
2022-11-21,11460,1
2022-11-22,11460,1
2022-11-23,11460,2
2022-11-24,11460,1
2022-11-25,11460,2
2022-11-26,11460,1
2022-11-27,11460,1
2022-11-30,11460,1
2022-12-01,11460,4
2022-12-02,11460,1
2022-12-03,11460,3
2022-12-04,11460,5
2022-12-05,11460,2
2022-12-07,11460,3
2022-12-08,11460,1
2022-12-11,11460,1
2022-12-12,11460,1
2022-12-13,11460,1
2022-12-14,11460,1
2022-12-15,11460,1
2022-12-17,11460,1
2022-12-19,11460,2
2022-12-25,11460,2
2022-12-26,11460,1
2022-12-28,11460,2
2022-12-29,11460,2
2023-01-01,11460,2
2023-01-02,11460,2
2023-01-03,11460,1
2023-01-04,11460,2
2023-01-08,11460,1
2023-01-09,11460,1
2023-01-11,11460,1
2023-01-12,11460,2
2023-01-15,11460,3
2023-01-16,11460,3
2023-01-17,11460,1
2023-01-18,11460,1
2023-01-20,11460,1
2023-01-21,11460,2
2023-01-23,11460,1
2023-01-25,11460,1
2023-01-29,11460,2
2023-01-30,11460,2
2023-01-31,11460,3
2023-02-01,11460,2
2023-02-04,11460,3
2023-02-07,11460,1
2023-02-08,11460,1
2023-02-11,11460,2
2023-02-12,11460,2
2023-02-13,11460,5
2023-02-14,11460,3
2023-02-15,11460,1
2023-02-16,11460,2
2023-02-17,11460,1
2023-02-19,11460,2
2023-02-20,11460,2
2023-02-21,11460,1
2023-02-22,11460,1
2023-02-25,11460,1
2023-02-26,11460,3
2023-02-27,11460,1
2023-02-28,11460,2
2023-03-03,11460,1
2023-03-04,11460,1
2023-03-05,11460,3
2023-03-07,11460,2
2023-03-08,11460,1
2023-03-11,11460,1
2023-03-13,11460,2
2023-03-14,11460,1
2023-03-16,11460,5
2023-03-17,11460,3
2023-03-18,11460,1
2023-03-20,11460,1
2023-03-21,11460,1
2023-03-22,11460,1
2023-03-23,11460,1
2023-03-25,11460,2
2023-03-26,11460,1
2023-03-27,11460,1
2023-03-29,11460,1
2023-04-02,11460,6
2023-04-03,11460,3
2023-04-06,11460,1
2023-04-08,11460,2
2023-04-09,11460,2
2023-04-11,11460,1
2023-04-12,11460,1
2023-04-13,11460,3
2023-04-15,11460,1
2023-04-16,11460,1
2023-04-17,11460,3
2023-04-18,11460,1
2023-04-19,11460,2
2023-04-20,11460,1
2023-04-22,11460,2
2023-04-23,11460,1
2023-04-24,11460,3
2023-04-26,11460,2
2023-04-29,11460,2
2023-05-01,11460,1
2023-05-02,11460,1
2023-05-10,11460,1
2023-05-11,11460,2
2023-05-13,11460,3
2023-05-16,11460,1
2023-05-18,11460,2
2023-05-20,11460,1
2023-05-21,11460,1
2023-05-22,11460,1
2023-05-23,11460,1
2023-05-24,11460,1
2023-05-26,11460,2
2023-05-27,11460,2
2023-05-28,11460,1
2023-05-29,11460,2
2023-05-30,11460,1
2023-06-02,11460,2
2023-06-03,11460,2
2023-06-04,11460,1
2023-06-05,11460,2
2023-06-06,11460,1
2023-06-27,11460,1
2021-12-23,11479,1
2020-01-05,11481,1
2020-01-28,11482,1
2020-02-28,11482,1
2020-03-02,11482,1
2020-03-03,11482,1
2020-03-08,11482,1
2020-03-10,11482,2
2020-03-11,11482,2
2020-03-12,11482,1
2020-03-16,11482,1
2020-07-26,11482,1
2020-07-27,11482,1
2020-08-03,11482,1
2020-08-06,11482,1
2020-08-08,11482,1
2020-08-09,11482,3
2020-08-11,11482,1
2020-08-13,11482,1
2020-08-14,11482,2
2020-08-15,11482,1
2020-08-17,11482,3
2020-08-19,11482,1
2020-08-21,11482,1
2020-08-22,11482,2
2020-08-24,11482,1
2020-08-27,11482,1
2020-08-29,11482,1
2020-08-30,11482,3
2020-08-31,11482,1
2020-09-01,11482,1
2020-09-02,11482,3
2020-09-03,11482,2
2020-09-04,11482,1
2020-09-07,11482,1
2020-09-08,11482,1
2020-09-09,11482,4
2020-09-10,11482,4
2020-09-14,11482,1
2020-09-16,11482,2
2020-09-17,11482,1
2020-09-18,11482,1
2020-09-21,11482,6
2020-09-23,11482,1
2020-09-24,11482,1
2020-10-01,11482,2
2020-10-04,11482,2
2020-10-05,11482,3
2020-10-06,11482,1
2020-10-07,11482,4
2020-10-08,11482,1
2020-10-11,11482,1
2020-10-12,11482,1
2020-10-13,11482,2
2020-10-16,11482,2
2020-10-21,11482,1
2020-10-25,11482,1
2020-10-27,11482,1
2020-10-29,11482,1
2020-10-30,11482,1
2020-10-31,11482,2
2020-11-01,11482,2
2020-11-02,11482,1
2020-11-03,11482,2
2020-11-04,11482,1
2020-11-08,11482,1
2020-11-09,11482,1
2020-11-10,11482,1
2020-11-11,11482,1
2020-11-12,11482,2
2020-11-14,11482,1
2020-11-15,11482,1
2020-11-16,11482,1
2020-11-19,11482,2
2020-11-22,11482,2
2020-11-23,11482,1
2020-11-24,11482,3
2020-11-26,11482,3
2020-11-27,11482,1
2020-11-29,11482,1
2020-11-30,11482,2
2020-12-02,11482,1
2020-12-03,11482,2
2020-12-04,11482,1
2020-12-06,11482,2
2020-12-07,11482,3
2020-12-08,11482,1
2020-12-13,11482,2
2020-12-14,11482,2
2020-12-15,11482,1
2020-12-16,11482,3
2020-12-17,11482,1
2020-12-20,11482,2
2020-12-24,11482,1
2020-12-29,11482,1
2020-12-30,11482,1
2020-12-31,11482,2
2021-01-01,11482,3
2021-01-02,11482,1
2021-01-03,11482,2
2021-01-04,11482,4
2021-01-05,11482,1
2021-01-10,11482,3
2021-01-14,11482,2
2021-01-17,11482,2
2021-01-18,11482,3
2021-01-22,11482,1
2021-01-29,11482,1
2021-01-31,11482,1
2021-02-01,11482,1
2021-02-02,11482,1
2021-02-04,11482,1
2021-02-07,11482,1
2021-02-08,11482,1
2021-02-09,11482,1
2021-02-10,11482,1
2021-02-14,11482,1
2021-02-15,11482,1
2021-02-16,11482,1
2021-02-17,11482,1
2021-02-18,11482,1
2021-02-19,11482,2
2021-02-20,11482,1
2021-02-21,11482,1
2021-02-22,11482,1
2021-02-23,11482,1
2021-02-24,11482,1
2021-02-25,11482,4
2021-02-28,11482,1
2021-03-01,11482,2
2021-03-06,11482,1
2021-03-07,11482,2
2021-03-08,11482,2
2021-03-11,11482,1
2021-03-14,11482,2
2021-03-16,11482,2
2021-03-18,11482,3
2021-03-20,11482,1
2021-03-22,11482,1
2021-03-23,11482,1
2021-03-25,11482,2
2021-03-28,11482,2
2021-03-30,11482,1
2021-03-31,11482,1
2021-04-03,11482,1
2021-04-06,11482,1
2021-04-07,11482,1
2021-04-08,11482,1
2021-04-09,11482,1
2021-04-12,11482,2
2021-04-13,11482,2
2021-04-14,11482,1
2021-04-15,11482,1
2021-04-18,11482,2
2021-04-19,11482,1
2021-04-20,11482,1
2021-04-21,11482,4
2021-04-24,11482,2
2021-04-25,11482,2
2021-04-26,11482,2
2021-04-27,11482,1
2021-04-28,11482,1
2021-04-29,11482,1
2021-04-30,11482,2
2021-05-02,11482,1
2021-05-03,11482,1
2021-05-04,11482,2
2021-05-05,11482,1
2021-05-11,11482,1
2021-05-18,11482,1
2021-05-20,11482,1
2021-05-21,11482,1
2021-05-22,11482,2
2021-06-11,11482,1
2021-06-14,11482,1
2021-06-20,11482,1
2021-06-25,11482,1
2021-06-26,11482,1
2021-06-29,11482,1
2021-07-07,11482,1
2021-07-08,11482,1
2021-07-10,11482,1
2021-07-11,11482,1
2021-07-12,11482,1
2021-07-13,11482,1
2021-07-18,11482,3
2021-07-21,11482,2
2021-07-24,11482,1
2021-07-28,11482,1
2021-07-29,11482,1
2021-08-12,11482,1
2021-08-15,11482,1
2021-08-16,11482,3
2021-08-17,11482,1
2021-08-19,11482,2
2021-08-20,11482,1
2021-08-29,11482,1
2021-09-09,11482,1
2021-09-14,11482,1
2021-09-15,11482,1
2021-09-16,11482,1
2021-09-21,11482,1
2021-09-22,11482,1
2021-12-21,11482,1
2021-12-22,11482,1
2021-12-23,11482,1
2021-12-24,11482,1
2021-12-25,11482,1
2021-12-26,11482,1
2021-12-28,11482,5
2021-12-29,11482,2
2021-12-30,11482,3
2021-12-31,11482,1
2022-01-02,11482,3
2022-01-03,11482,4
2022-01-04,11482,5
2022-01-05,11482,5
2022-01-06,11482,5
2022-01-07,11482,2
2022-01-08,11482,3
2022-01-10,11482,1
2022-01-11,11482,1
2022-01-14,11482,2
2022-01-16,11482,2
2022-01-17,11482,1
2022-01-21,11482,1
2022-01-22,11482,1
2022-01-23,11482,3
2022-01-24,11482,5
2022-01-26,11482,1
2022-01-27,11482,3
2022-01-28,11482,1
2022-01-29,11482,1
2022-01-30,11482,2
2022-02-15,11482,3
2022-02-16,11482,1
2022-02-17,11482,3
2022-02-20,11482,2
2022-02-21,11482,2
2022-02-23,11482,3
2022-02-24,11482,1
2022-02-27,11482,1
2022-02-28,11482,1
2022-03-01,11482,2
2022-03-04,11482,2
2022-03-06,11482,2
2022-03-07,11482,1
2022-03-08,11482,2
2022-03-09,11482,1
2022-03-11,11482,2
2022-03-16,11482,1
2022-03-17,11482,1
2022-03-18,11482,2
2022-03-20,11482,2
2022-03-23,11482,1
2022-03-28,11482,1
2022-04-04,11482,2
2022-04-07,11482,1
2022-04-08,11482,1
2022-04-10,11482,3
2022-04-11,11482,2
2022-04-12,11482,1
2022-04-13,11482,1
2022-04-17,11482,1
2022-04-24,11482,1
2022-04-25,11482,1
2022-04-27,11482,4
2022-04-28,11482,1
2022-05-01,11482,1
2022-05-02,11482,1
2022-05-03,11482,3
2022-05-04,11482,2
2022-05-09,11482,1
2022-05-13,11482,1
2022-05-18,11482,2
2022-05-19,11482,1
2022-05-28,11482,1
2022-05-31,11482,2
2022-06-02,11482,2
2022-06-06,11482,2
2022-06-07,11482,1
2022-06-20,11482,3
2022-06-21,11482,2
2022-06-30,11482,1
2022-07-02,11482,1
2022-07-03,11482,1
2022-08-21,11482,1
2022-08-23,11482,1
2022-08-25,11482,1
2022-08-26,11482,1
2022-09-12,11482,1
2022-09-14,11482,1
2022-09-15,11482,1
2022-09-18,11482,2
2022-09-19,11482,2
2022-09-22,11482,1
2022-09-23,11482,3
2022-10-11,11482,1
2022-10-12,11482,3
2022-10-18,11482,3
2022-10-20,11482,2
2022-10-24,11482,1
2022-10-26,11482,2
2022-10-27,11482,1
2022-11-13,11482,4
2022-11-29,11482,1
2022-12-26,11482,4
2023-01-02,11482,3
2023-01-29,11482,1
2023-03-29,11482,1
2023-06-21,11482,1
2023-06-22,11482,1
2023-07-04,11482,1
2023-07-08,11482,1
2023-07-09,11482,1
2023-07-12,11482,1
2023-08-25,11482,2
2020-11-10,11484,1
2021-12-28,11484,1
2022-01-10,11484,1
2022-01-11,11484,2
2022-01-16,11484,1
2022-01-18,11484,2
2022-01-19,11484,3
2022-01-21,11484,1
2022-01-22,11484,1
2022-02-06,11484,1
2022-02-17,11484,1
2022-02-19,11484,4
2022-02-20,11484,3
2022-02-22,11484,5
2022-03-04,11484,1
2022-03-18,11484,1
2022-03-29,11484,1
2022-04-17,11484,1
2022-04-28,11484,1
2022-05-28,11484,1
2022-06-01,11484,1
2022-06-04,11484,1
2022-06-13,11484,1
2022-06-14,11484,1
2022-06-15,11484,1
2022-06-21,11484,1
2022-06-30,11484,1
2022-10-06,11484,1
2022-10-12,11484,1
2022-10-18,11484,1
2022-10-19,11484,1
2022-10-20,11484,1
2022-10-24,11484,1
2022-10-30,11484,1
2023-06-10,11484,3
2023-06-11,11484,2
2023-06-12,11484,1
2023-06-16,11484,1
2023-06-17,11484,1
2023-06-19,11484,2
2023-06-20,11484,1
2023-06-21,11484,1
2023-06-22,11484,1
2023-06-24,11484,1
2023-06-25,11484,3
2023-06-27,11484,2
2023-06-29,11484,2
2023-06-30,11484,1
2023-07-01,11484,1
2023-07-04,11484,1
2023-07-08,11484,1
2023-07-09,11484,1
2023-07-10,11484,2
2023-07-11,11484,2
2023-07-12,11484,1
2023-07-13,11484,1
2023-07-14,11484,1
2023-07-16,11484,1
2023-07-17,11484,2
2023-07-18,11484,1
2023-07-19,11484,1
2023-07-20,11484,1
2023-07-21,11484,1
2023-07-23,11484,1
2023-07-24,11484,2
2023-07-27,11484,2
2023-07-28,11484,2
2023-07-30,11484,3
2023-07-31,11484,1
2023-08-03,11484,2
2023-08-04,11484,1
2023-08-07,11484,2
2023-08-10,11484,1
2023-08-13,11484,1
2023-08-15,11484,1
2023-08-16,11484,1
2023-08-20,11484,1
2023-08-21,11484,1
2023-08-24,11484,2
2023-08-25,11484,1
2023-08-31,11484,1
2023-09-03,11484,1
2023-09-04,11484,1
2023-09-05,11484,1
2023-09-07,11484,2
2023-09-08,11484,3
2023-09-09,11484,2
2023-09-11,11484,1
2023-09-12,11484,1
2023-09-14,11484,1
2023-09-15,11484,1
2023-09-17,11484,1
2023-09-18,11484,2
2023-09-19,11484,2
2023-09-20,11484,1
2023-09-21,11484,2
2023-09-23,11484,1
2023-09-26,11484,2
2023-09-28,11484,1
2023-09-29,11484,2
2023-09-30,11484,1
2023-10-01,11484,1
2023-10-04,11484,1
2023-10-06,11484,1
2023-10-07,11484,1
2023-10-08,11484,1
2023-10-09,11484,2
2023-10-10,11484,2
2023-10-11,11484,2
2023-10-16,11484,1
2023-10-17,11484,1
2023-10-18,11484,1
2023-10-21,11484,1
2023-10-22,11484,1
2023-10-23,11484,2
2023-10-25,11484,1
2023-10-26,11484,2
2023-10-27,11484,1
2023-10-28,11484,2
2023-10-29,11484,3
2023-10-30,11484,1
2023-10-31,11484,3
2023-11-02,11484,1
2023-11-03,11484,2
2023-11-04,11484,3
2023-11-05,11484,2
2023-11-06,11484,2
2023-11-07,11484,2
2023-11-08,11484,1
2023-11-09,11484,2
2023-11-11,11484,3
2023-11-13,11484,2
2023-11-16,11484,3
2023-11-17,11484,1
2023-11-19,11484,1
2023-11-20,11484,1
2023-11-22,11484,1
2023-11-23,11484,2
2023-11-25,11484,1
2023-11-26,11484,4
2023-11-29,11484,1
2023-11-30,11484,1
2023-12-01,11484,2
2023-12-03,11484,2
2023-12-04,11484,1
2023-12-05,11484,1
2023-12-06,11484,1
2023-12-09,11484,1
2023-12-12,11484,1
2023-12-14,11484,1
2023-12-15,11484,3
2023-12-16,11484,2
2023-12-21,11484,1
2023-12-22,11484,1
2023-12-23,11484,1
2023-12-24,11484,1
2023-12-26,11484,3
2023-12-27,11484,1
2023-12-29,11484,1
2023-12-30,11484,1
2023-12-31,11484,1
2020-01-05,11485,3
2020-01-12,11485,2
2020-01-14,11485,1
2020-01-19,11485,2
2020-01-26,11485,1
2020-02-02,11485,2
2020-02-23,11485,2
2020-03-01,11485,1
2020-03-08,11485,2
2020-03-15,11485,3
2020-03-18,11485,1
2020-05-03,11485,1
2020-05-06,11485,2
2020-05-10,11485,1
2020-05-17,11485,2
2020-05-24,11485,3
2020-05-31,11485,2
2020-06-07,11485,4
2020-06-14,11485,2
2020-06-17,11485,3
2020-06-21,11485,2
2020-06-28,11485,2
2020-07-22,11485,1
2020-07-26,11485,1
2020-08-02,11485,2
2020-08-09,11485,1
2020-09-06,11485,3
2020-09-13,11485,3
2020-09-16,11485,4
2020-09-23,11485,1
2020-09-29,11485,1
2020-10-02,11485,1
2020-10-11,11485,2
2020-10-14,11485,2
2020-10-18,11485,2
2020-10-25,11485,3
2020-10-27,11485,1
2020-11-01,11485,3
2020-11-08,11485,1
2020-11-10,11485,1
2020-11-15,11485,1
2020-11-22,11485,4
2020-11-25,11485,5
2020-11-29,11485,4
2020-11-30,11485,1
2020-12-06,11485,3
2020-12-20,11485,2
2020-12-25,11485,1
2020-12-27,11485,1
2021-01-03,11485,3
2021-01-06,11485,1
2021-01-10,11485,3
2021-01-17,11485,1
2021-01-19,11485,1
2021-01-24,11485,3
2021-01-31,11485,3
2021-02-07,11485,2
2021-02-14,11485,3
2021-02-21,11485,5
2021-02-28,11485,2
2021-03-07,11485,3
2021-03-14,11485,3
2021-03-21,11485,4
2021-04-04,11485,2
2021-04-05,11485,4
2021-04-11,11485,2
2021-04-12,11485,4
2021-04-18,11485,1
2021-04-19,11485,3
2021-04-21,11485,3
2021-04-25,11485,3
2021-05-02,11485,4
2021-05-09,11485,4
2021-05-11,11485,1
2021-05-23,11485,3
2021-05-30,11485,3
2021-05-31,11485,1
2021-06-13,11485,3
2021-06-20,11485,4
2021-06-27,11485,3
2021-07-04,11485,4
2021-07-11,11485,4
2021-07-18,11485,3
2021-07-25,11485,4
2021-08-01,11485,4
2021-09-12,11485,1
2021-09-19,11485,3
2021-10-03,11485,3
2021-10-06,11485,5
2021-10-10,11485,3
2021-10-17,11485,3
2021-10-24,11485,3
2021-10-26,11485,1
2021-11-07,11485,2
2021-11-14,11485,3
2021-11-21,11485,3
2021-11-28,11485,4
2021-12-12,11485,4
2021-12-19,11485,5
2021-12-26,11485,3
2022-01-02,11485,3
2022-01-09,11485,3
2022-01-16,11485,3
2022-01-19,11485,4
2022-01-23,11485,3
2022-01-30,11485,3
2022-02-06,11485,3
2022-02-13,11485,3
2022-02-20,11485,3
2022-02-27,11485,3
2022-03-06,11485,4
2022-03-13,11485,4
2022-03-20,11485,3
2022-03-27,11485,4
2022-04-03,11485,3
2022-04-10,11485,2
2022-04-24,11485,3
2022-05-01,11485,4
2022-05-08,11485,2
2022-05-11,11485,5
2022-05-15,11485,3
2022-05-22,11485,2
2022-05-29,11485,1
2022-06-12,11485,1
2022-06-21,11485,1
2022-07-10,11485,3
2022-07-24,11485,3
2022-07-26,11485,1
2022-07-27,11485,1
2022-07-31,11485,1
2022-09-11,11485,1
2022-09-13,11485,2
2022-10-02,11485,4
2022-10-19,11485,3
2022-11-01,11485,1
2022-11-23,11485,5
2022-11-30,11485,6
2022-12-04,11485,1
2022-12-13,11485,1
2023-01-01,11485,3
2023-01-15,11485,3
2023-01-17,11485,1
2023-02-09,11485,1
2023-02-12,11485,1
2023-02-19,11485,1
2023-02-26,11485,3
2023-03-12,11485,1
2023-03-15,11485,2
2023-03-16,11485,3
2023-03-19,11485,3
2023-03-26,11485,3
2023-04-02,11485,1
2023-04-16,11485,1
2023-05-14,11485,1
2023-05-28,11485,3
2023-06-03,11485,1
2023-06-04,11485,2
2023-06-06,11485,2
2023-06-25,11485,1
2023-06-28,11485,6
2023-07-03,11485,1
2023-09-03,11485,3
2023-09-10,11485,3
2023-10-29,11485,4
2023-10-31,11485,2
2023-11-05,11485,3
2023-11-19,11485,2
2023-11-26,11485,3
2023-12-03,11485,1
2023-12-05,11485,1
2023-12-10,11485,3
2023-12-12,11485,1
2023-12-13,11485,1
2023-12-17,11485,2
2023-12-31,11485,3
